User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
163789747,2023-02-11 02:29:02,Spot,Simple Earn Locked Rewards,BNB,0.00003027,""
163789747,2023-02-11 02:38:36,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-12 02:36:49,Spot,Simple Earn Locked Rewards,BNB,0.00003027,""
163789747,2023-02-12 02:57:32,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-13 02:36:35,Spot,Simple Earn Locked Rewards,BNB,0.00003027,""
163789747,2023-02-13 02:57:09,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-14 02:35:58,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-14 02:56:26,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-15 02:34:55,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-15 02:56:37,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-16 02:33:07,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-16 02:51:42,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-17 02:33:53,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-17 02:53:54,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-18 02:33:42,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-18 02:49:06,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-19 02:35:19,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-19 02:57:06,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-20 02:19:34,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-20 02:41:42,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-21 02:34:51,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-21 02:56:48,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-22 02:33:03,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-22 02:54:59,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-23 02:35:08,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-23 02:55:50,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-24 02:36:20,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-24 02:54:12,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-25 02:37:57,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-25 02:57:22,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-26 02:37:13,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-26 02:53:48,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-27 02:37:35,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-27 02:53:55,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-28 02:37:14,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-28 02:53:02,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-01 02:35:38,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-01 02:36:52,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-02 02:34:46,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-02 02:49:58,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-03 02:36:00,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-03 02:44:20,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-04 02:34:40,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-04 02:46:45,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-05 02:35:07,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-05 02:46:53,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-06 02:34:12,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-06 02:46:11,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-07 02:15:05,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-07 02:52:12,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-08 02:15:10,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-08 02:55:24,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-09 03:00:04,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-09 03:32:03,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-10 02:13:30,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-10 02:53:29,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-11 02:16:12,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-11 02:52:16,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
